,Scientific,Synonym,English,Dutch,Spanish,French,German,Italian,Count English,Count Dutch,Count Spanish,Count French,Count German,Count Italian,Origin,Distribution,"Annual, biennial, or perennial",Flowers,Leaves,Fruits,Climate and weather,Pollination,Height,Type of soil,Moisture,Light,Growth rate,Spacing (close range),Spacing (wide range),Propagation,Insect pests,Diseases,Nematodes,Harvesting,Uses,Evergreen or Deciduous,Plant,Fruit development,Blooming period,genus,family,order,crop_categories,Count of Crop Categories,proverbs,recipies
35,['Ananas comosus'],['Ananas sativus'],Pineapple,Ananas,"Ananá,Piña",Ananas,Ananas,"Ananas,Other,Nanas,Pina",1,1,2,1,1,4,Pineapples are native to southern Brazil and Paraguay, ,, , ,,Tropical fruits., , ,"Prefers well-drained, sandy loam with a high organic matter content",,,,25 cm,60 cm,"Vegetative propagation is done by using the crowns (tops), slips, ratoons, and suckers. Seeds are used only in pineapple breeding programs to develop new varieties.",Mealybugs. Mealybugs are often spread by ants. The ants protect the mealybugs. Controlling the ants may help to control the mealybugs. Some minor pests include nematodes and mites.,,,,Eat fresh as a dessert fruit.Also sold in cans or as pineapple juice.,,,,,Ananas,Bromeliaceae,Xyridales,"Fruits,Food crops,Tropical crops",3,"Once you taste a pineapple, you'll never go for any other fruit (African proverb) (Swahili: Ukila nanasi, tunda lingine basi)Only the knife knows the heart of a pineapple.Pizza with pineapple, that's a cake… Pizza with cucumber, it's an insult. (Alessio vinci)","Pineapple juiceIngredients:  240 grams fresh pineapple, 15 grams syrup (or 1 tablespoon), 2 grams salt (or 2/5 teaspoon).Instructions how to make the juice:  Peel and clean the pineapple. Blend it in the blender then pour through a sieve. Add syrup and salt as you like."
36,['Anethum graveolens'],[],"Dill,Dill weed",Dille,Eneldo,"Aneth,Aneth odorant","Dill,Dille,Gurkenkraut","Aneto,Aneto puzzolente",2,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,Anethum,Apiaceae,Apiales,"Herbs,Medicinal plants,Temperate crops",3,,
37,['Annona cherimola'],[],"Cherimoya,Chirimoyo,Chirimuya,Custard apple,Momona","Cherimoya,Jamaica-appel","Chirimoya,Chirimoyo","Chérimole,Chérimolier","Cherimoya,Chirimoya,Churimoya",,5,2,2,2,3,0,"Andes region in South America (Ecuador, Colombia, Peru)","Andes regions, Argentina, Mexico, California, South of Spain, Italy and Portugal.",,,,"The fruits are oval, usually 10 to 20 cm long and about 7 to 10 cm in diameter. Fruits are smooth or have a slightly tuberculated skin surface. The sweet flesh is white and contains several dark brown seeds.",Cherimoya grows in subtropical climate. It can survive in mild temperate climates.,"If natural pollinators are not available, hand pollination of flowers is necessary.",Grows as a shrub or trees which can get about 7 to 9 meter tall.,,,,,,,Grafting on seedlings.,Mealybugs and snails can cause damage.,,,Pick fruits when they are still firm and then allow them to soften at room temperature.,Fruits are eaten fresh.,,,,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Subtropical crops",3,,
38,['Annona glabra'],[],"Alligator apple,Bobwood,Corkwood,Monkey-apple,Pond apple,Swamp apple",Alligatorappel,Manzana de cocodrilo,Cachiman-cochon,,,6,1,1,1,0,0,,"Pond apple is found in Florida, the Caribbean, Central and South America, and in West Africa.",,,,,,,The trees can be 10 to 12 meter tall.,,,,,,,,,,,,Pond apple fruits are eaten fresh or can be used to make jam or fruit drinks.,It is a deciduous tree.,,,,Annona,Annonaceae,Magnoliales,"Fruits,Tropical crops",2,,
39,['Annona montana'],[],Mountain soursop,Bergzuurzak,,,Berg-Sauersack,,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Tropical crops",3,,
40,['Annona muricata'],['Annona sericea'],"Brazilian pawpaw,Prickly custard apple,Soursop",Zuurzak,"Graviola,Guanábana","Corossol,Corossolier","Corossol,Guanábana,Guyabano,Sauersack,Stachelannone","Graviola,Guanabana,Other,Durian Belanda",3,1,2,2,5,4,"Caribbean, Central America, South America","Caribbean, Central America, South America, South-East Asia",, , ,"Fruits are 20 to 30 cm long. The green surface is prickly. The skin has a pattern of diamonds or squares, each with a soft bended thorn. Fruits can weigh up to over 2 kg. The taste of the fruit is slightly acidic (hence the name soursop) and can be compared with strawberry and pineapple mixed together. Inside the fruit is a white pulp with many seeds and fibrous membranes around pockets of flesh. The fruits contain vitamins C, B1 and B2.",The soursop likes a climate with high humidity and relatively warm winters. The temperature should never fall below 5 °C., ,Soursop are small trees that can be up to 10 meters tall but usually smaller.,,,, ,3 to 4 meters,6 to 7 meters,Soursop is often grown from seeds but cuttings or shield-budding can be used to propagate a desired variety.,"Mealybugs, scale insects, fruit flies.", ,,Fruits are hand-picked when full grown but still firm. They will then get ripe when kept for a few days. If fruits get ripe on the tree they fall down and break.,The fruit is difficult to eat as it is and is therefore usually squeezed out to juice.,,, ,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Tropical crops",3,,Soursop drink (from the island of Curacao)Peel the Soursop. Blend it at low speed (don’t crush the seeds) mixed together with milk and cinnamon. Strain it and it is ready to drink with ice (or crushed ice).
41,['Annona purpurea'],[],"Ilama,Soncoya",Soncoya,"Cabeza de negro,Chincuya,Soncoya,Toreta",,,Soncoia,2,1,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Tropical crops",3,,
42,['Annona reticulata'],[],"Buddha fruit,Bull’s heart,Bullock’s heart,Custard apple,Ox heart,Wild sweetsop","Custardappel,Ossenhart",Anona roja,"Annone réticulée,Cœur de bœuf","Netzannone,Ochsenherz,Other,Kasjoema",,6,2,1,2,4,0,Custard apple originates from the West Indies.,Custard apple is found throughout the tropics.,, ,"Leaves are elongated and lanceolate, about 10 to 15 cm long and 5 to 10 cm wide.","Custard apple fruits are 7 to 12 cm long. The fruits have a round but rather irregular shape, sometimes heart-shaped. The surface is reticulated. When ripe the fruits can be greenish brown or yellowish. Some trees have rather purple colored fruits. The white flesh is soft and sweet.",Custard apple prefers a warm humid climate.,Hand pollination is used to get better fruit setting.,Custard apple trees can be 5 to 10 meters tall.,,,,,?,?,"Usually propagated by seed. Sometimes inarching, budding or grafting is used.",Mealybugs and fruit bats can be a problem., ,,Hand pick the fruits when they have lost their green color.,Custard apple is usually eaten fresh as a snack or dessert.,,, ,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Tropical crops",3,,"Fresh custard appleEat Custard apple as a fresh fruit. Break the fruit in two halves. With a small spoon, eat the delicious soft flesh. There are some smooth seeds; just spit them out.Custard apple sherbetIngredients: 5 Custard apples, 75 g Caster sugar, some lemon rindInstructions: Boil 300ml water with the sugar. When sugar is dissolved (stir it), reduce the flame and simmer for 10 minutes to prepare a thin syrup. Let it cool down..Take the flesh from the custard apple and remove the seeds (use a sieve). Use a blender to mix the fruit pulp and syrup until smooth. Freeze it for 2 hours, then mash it with with a fork. Freeze it again until firm. Serve in small bowls, garnished with lime rind.Custard apple smoothieRemove the seeds from the custard apple. Blend with un-seeded dates. Add a few spoons of honey and blend again with low fat milk. You have a delicious smoothie to start your day after a great run!"
43,['Annona squamosa'],[],"Custard apple,Sugar apple,Sweetsop","Kaneelappel,Suikerappel,Zoetzak","Anón,Anona,Riñón,Saramuyo","Atte,Attier,Pomme cannelle,Pommier cannelle","Rahmapfel,Süßsack,Zimtapfel,Zuckerapfel",,3,3,4,4,4,0,Caribbean, ,, , ,"The fruits are usually round and slightly pine cone-like, often green, with a diameter of 6 to 10 cm. They have a scaly or lumpy skin, but there is a lot of variation in shape, size and color.",Requires a tropical or sub-tropical climate. Below 10°C it will shed leaves. cannot tolerate freezing temperatures. The tree requires sufficient water (rainall over 700mm); during drought it hardly produces fruits., ,Sugar apple is a shrub or small tree that can reach 6 to 8 meters tall.,,,,,,,"In Philippines the fruits are eaten by fruit bats, which helps spreading the seeds.", , ,,Ripe fruits are harvested by hand picking.,Usually eaten fresh. Can be used to make wine.,,,,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Tropical crops",3,"Teeth as sugar apple seeds. (This proverb in Vietnam originates from an old fashion of Vietnamese ladies. In the 19th century and earlier, fashionable ladies used to stain their teeth in black. The white teethed ladies were ordinary and not so fashionable. So, “Teeth as sugarapple seeds” used to praise a pretty woman who had nice teeth.)",
44,['Annona x atemoya'],[],Atemoya,Atemoya,,,Atemoya,,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Annona,Annonaceae,Magnoliales,"Fruits,Food crops,Tropical crops",3,,
45,['Anthriscus cerefolium'],[],"Chervil,Garden chervil","Echte kervel,Kervel","Cerefolio,Perifolio,Perifollo",Cerfeuil commun,Echter Kerbel,Cerfoglio,2,2,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Anthriscus,Apiaceae,Apiales,"Herbs,Temperate crops",2,,
46,['Antidesma bunius'],[],"Bignay,Bugnay,Chinese-laurel,Currant tree,Queensland-cherry,Salamander-tree,Wild cherry",,,Bignay,"Bignai,Buni,Salamanderbaum,Thai,Ma mao luang,Mao luang,Other,Mao berry",,7,0,0,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,Antidesma,Phyllanthaceae,Malpighiales,"Fruits,Food crops,Tropical crops",3,,
47,['Apios americana'],[],American groundnut,,"Legumbre papa,Papa de la India",Glycine tubéreuse,,Glicine tuberoso,1,0,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Apios,Fabaceae,Fabales,"Vegetables,Tuber vegetables,Podded vegetables,Food crops,Temperate crops,Legumes",6,,
48,['Apium graveolens'],"['Apium dulce', 'Apium graveolens subsp. dulce']",Celery,Selderij,Apio,"Cèleri,Céleri,Persil des marais","Echter Sellerie,Sellerie",Sedano,1,1,1,3,2,1,?,"Celery is grown in many regions around the world, including the Mediterranean area, Australia, South Africa and South America.",Celery is a biennial plant but often grown as an annual.,,,,"Celery grows best in temperate climates with mild or cool weather, but will not grow well in cold climates.",,,,,,,,,celery is grown from seeds. Usually the seedlings are transplanted.,,,,The petioles and leaves are harvested when the crop reaches the right stage.,"Celery is used as a vegetable. The crisp leaf stalks are used in salads. The strong flavor leaves are used in soups soups and stews, but are also sold as a dried herb. Seeds are used to produce oils for perfumes",,,,,Apium,Apiaceae,Apiales,"Vegetables,Leaf vegetables,Stem vegetables,Aphrodisiacs,Food crops,Temperate crops",6,,
49,['Apium graveolens  var. dulce'],[],"Blanched celery,Ribbed celery",Bleekselderij,,Céleri-branche,Bleichsellerie,,2,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Apium,Apiaceae,Apiales,"Vegetables,Leaf vegetables,Stem vegetables,Food crops,Temperate crops",5,,
50,['Apium graveolens var. rapaceum'],[],"Celeriac,Celery root,Knob celery,Turnip-rooted celery",Knolselderij,Raíz del apio,Céleri-rave,"Knollensellerie,Wurzelsellerie",Sedano rapa,4,1,1,1,2,1,Celeriac originated in the Mediterranean area.,"Mediterranean area, Northern Europe, North Africa, Siberia, Southwest Asia, and North America.",,,,,Celeriac grows in temperate climates,,,,,,,,,Grow from seed and then usually transplanted.,,,,Harvest the hypocotyl when it has a diameter of 10 to 14 cm. Or harvest earlier for the stem and leaves.,Celeriac can be eaten raw or cooked. Sliced celeriac is used in soups and savory dishes. Also the leaves and stems are edible and have a nice flavour; they are often used as a garnish.,,,,,Apium,Apiaceae,Apiales,"Vegetables,Root vegetables,Food crops,Temperate crops",4,,
51,['Arachis hypogaea'],[],"Earthnut,Goober pea,Groundnut,Monkey nut,Peanut,Pig nut,Pygmy nut","Aardnoot,Apennoot,Grondnoot,Olienoot,Pinda","Cacahuate,Cacahuete,Maní","Arachide,Cacahuète,Pois de terre",Erdnuss,Arachide,7,5,3,3,1,1,South America,"Peanuts are grown around the world in countries with suitable warm climates. Highest production is in China, India, USA, Nigeria, Myanmar, Sudan, Senegal, argentina and Vietnam.",Groundnut is an annual plant.,The yellow flowers self-pollinate. Then the stalk at the base of the ovary elongates and grows downward to bury the fruits in the ground.,The leaves consist of four leaflets which are arranged as two opposite pairs. there is no terminal leaflet. Leaflets are 1 to 7 cm long and 1 to 3 cm wide.,"Groundnuts are legume pods that develop at the end of long stalks under the ground. The pods are 3 to 7 cm long, and contain 1 to 4 seeds. The seeds contains a lot of protein (25 to 32%) and oil (42 to 52%).",Groundnuts grow in tropical and subtropical climates.,Self-pollination.,Usually 30 to 50 cm tall.,,,,,,,Groundnuts are grown from seed. Pods or seeds are planted.,?,?,,"To harvest groundnuts, the entire plant, including most of the roots, is pulled from the soil.","Groundnuts are used for human consumption, as whole seeds, peanut butter, oil or in other food products. It can also been grown as a forage crop.",,,,,Arachis,Fabaceae,Fabales,"Vegetables,Podded vegetables,Nuts,Food crops,Tropical crops,Legumes",6,"If you pay peanuts, you get monkeys. (Chinese proverb)Man cannot live by bread alone; he must have peanut butter. (James A. Garfield)No man in the world has more courage than the man who can stop after eating one peanut. (Channing Pollock)",
52,['Arbutus unedo'],[],"Apple of Cain,Cane apple,Irish strawberry tree,Killarney strawberry tree,Strawberry tree",Aardbeiboom,"Árbol de las fresas,Madroño,Madroño común","Arbousier,Arbousier commun","Hagapfel,Meerkirsche,Westlicher Erdbeerbaum","Albatro,Corbezzolo",5,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,Arbutus,Ericaceae,Ericales,"Fruits,Food crops,Temperate crops",3,,
53,['Areca catechu'],[],"Areca nut,Areca nut palm,Areca palm,Betel nut","Arekanoot,Betelnoot,Betelpalm","Nuez de areca,Palma de betel","Aréquier,Palmier à bétel","Arekapalme,Betelnusspalme,Betelpalme,Katechupalme",Palma di betel,4,3,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,Areca,Arecaceae,Arecales,"Fruits,Medicinal plants,Stimulants,Nuts,Food crops",5,,
54,['Armoracia rusticana'],['Cochlearia armoracia'],"Horseradish,Kren","Mierik,Mierikswortel","Rábano picante,Rábano rusticano,Raíz picante","Radis de cheval,Raifort,Raifort sauvage",Meerrettich,"Barbaforte,Rafano",2,2,3,3,1,2,South-eastern Europe and Western Asia,Worldwide but more common in temperate climates.,"Horseradish is a perennial plant, but sometimes grown as an annual crop.","Horseradish has small, white flowers.","The leaves of horseradish are edible, but not commonly eaten.",,Grows best in temperate climates.,,Horseradish can be up to 1.5 meter tall.,,,,,,,Horseradish is propagated by planting the offshoots of the main roots.,Small white butterfly Pieris rapae,,,Horseradish is harvested about one year after planting by digging up the roots.,"The grated root of the horseradish plant is mixed with vinegar, after which it is called ‘prepared horseradish’. This is used in horseradish sauce and often served as a condiment with roast meat, or it is used in salads or on sandwiches. Horseradish is also used as a cheaper replacement of wasabi (Japanese horseradish).",,,,,Armoracia,Brassicaceae,Brassicales,"Vegetables,Root vegetables,Medicinal plants,Food crops,Temperate crops",5,"To a worm in horseradish, the whole world is horseradish.When a worm sits in horseradish, it thinks there’s nothing sweeter.",
55,['Aronia arbutifolia'],[],Red chokeberry,"Appelbes,Gewone appelbes",,Aronia rouge,Filzige Apfelbeere,,1,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Aronia,Rosaceae,Rosales,"Fruits,Ornamental plants,Food crops,Temperate crops",4,,
56,['Aronia melanocarpa'],[],Black chokeberry,Zwarte appelbes,,Aronia noir,"Kahle Apfelbeere,Schwarze Eberesche",Aronia nera,1,1,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Aronia,Rosaceae,Rosales,"Fruits,Ornamental plants,Food crops,Temperate crops",4,,
57,['Aronia prunifolia'],[],"Bastaardappelbes,Purple chokeberry",,,Aronia pourpre,Pflaumenblättrige Apfelbeere,,2,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Aronia,Rosaceae,Rosales,"Fruits,Ornamental plants,Food crops,Temperate crops",4,,
58,['Aronia spp.'],[],Chokeberry,Appelbes,,Aronia,Apfelbeeren,Aronia,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Aronia,Rosaceae,Rosales,"Fruits,Ornamental plants,Food crops,Temperate crops",4,,
